"135","1.687418","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"136","1.689188","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"137","1.701006","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"138","1.705218","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"139","1.726716","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"140","1.748074","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"141","1.751577","74.125.250.243","192.53.53.104","RTCP","110","Application specific   subtype=13"
"142","1.765549","192.53.53.104","74.125.250.243","RTCP","90","Receiver Report   Unknown   "
"143","1.769262","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"144","1.785205","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"145","1.800811","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"146","1.806598","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"147","1.864556","74.125.250.243","192.53.53.104","RTCP","110","Application specific   subtype=13"
"148","1.991607","192.53.53.104","74.125.250.243","UDP","173","42934 → 3478 Len=131"
"149","2.009229","192.53.53.104","74.125.250.243","UDP","253","42934 → 3478 Len=211"
"150","2.025116","192.53.53.104","74.125.250.243","UDP","175","42934 → 3478 Len=133"
"151","2.031480","74.125.250.243","192.53.53.104","UDP","152","3478 → 42934 Len=110"
"152","2.034052","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"153","2.046568","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"154","2.056480","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"155","2.056481","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"156","2.056481","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"157","2.062339","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"158","2.067881","192.53.53.104","74.125.250.243","UDP","216","42934 → 3478 Len=174"
"159","2.089323","192.53.53.104","74.125.250.243","UDP","324","42934 → 3478 Len=282"
"160","2.102755","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"161","2.105377","192.53.53.104","74.125.250.243","UDP","205","42934 → 3478 Len=163"
"162","2.126568","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"163","2.144930","74.125.250.243","192.53.53.104","RTCP","322","Sender Report   Extended report (RFC 3611)   [Malformed Packet]"
"164","2.147988","192.53.53.104","74.125.250.243","UDP","175","42934 → 3478 Len=133"
"165","2.151427","74.125.250.243","192.53.53.104","RTCP","110","Application specific   subtype=13"
"166","2.169411","192.53.53.104","74.125.250.243","UDP","265","42934 → 3478 Len=223"
"167","2.185072","192.53.53.104","74.125.250.243","UDP","187","42934 → 3478 Len=145"
"168","2.201720","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"169","2.206421","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"170","2.216695","74.125.250.243","192.53.53.104","UDP","720","3478 → 42934 Len=678"
"171","2.227849","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"172","2.249150","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"173","2.249802","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"174","2.254038","74.125.250.243","192.53.53.104","RTCP","110","Application specific   subtype=13"
"175","2.265359","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"176","2.286621","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"177","2.301595","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"178","2.307903","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
