Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Duration,Total Packets,Total Length,Packet Length Min,Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Total,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Active Mean,Active Std,Idle Mean,Idle Std,label
192.168.1.124-192.168.56.103-36232-5000-TCP,192.168.1.124,36232,192.168.56.103,5000,TCP,0.0307169999999956,4,272,66,74,8855.031415829619,130.2210502327885,0.0102389999999985,0.0101403106954408,0.0216750000000018,0.0023439999999936,0.0307169999999956,1,1,0,0,4,0,0,0,0.0102389999999985,0.0101403106954408,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36248-5000-TCP,192.168.1.124,36248,192.168.56.103,5000,TCP,0.0886500000000012,4,272,66,74,3068.2459108854623,45.12126339537445,0.0295500000000004,0.0133000838719141,0.0443989999999985,0.0187310000000024,0.0886500000000012,1,1,0,0,4,0,0,0,0.0295500000000004,0.0133000838719141,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36250-5000-TCP,192.168.1.124,36250,192.168.56.103,5000,TCP,0.0739599999999995,4,272,66,74,3677.6636019470193,54.083288263926754,0.0246533333333331,0.0220012972875105,0.0427749999999989,0.0001729999999966,0.0739599999999995,1,1,0,0,4,0,0,0,0.0246533333333331,0.0220012972875105,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36262-5000-TCP,192.168.1.124,36262,192.168.56.103,5000,TCP,0.0762669999999943,6,368,54,74,4825.153736216548,78.67098482961762,0.0152533999999988,0.016913585908965,0.0423879999999954,9.599999999920784e-05,0.0762669999999943,1,1,3,0,3,0,0,0,0.0152533999999988,0.016913585908965,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36274-5000-TCP,192.168.1.124,36274,192.168.56.103,5000,TCP,0.0274849999999986,6,404,66,74,14698.926687284697,218.30089139531725,0.0054969999999997,0.0028083400791204,0.0094039999999964,0.0015059999999991,0.0274849999999986,1,1,0,0,6,0,0,0,0.0054969999999997,0.0028083400791204,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36284-5000-TCP,192.168.1.124,36284,192.168.56.103,5000,TCP,0.0468080000000057,6,404,66,74,8631.003247307095,128.1832165441648,0.0093616000000011,0.0085608565167279,0.0233630000000033,0.0001080000000044,0.0468080000000057,1,1,0,0,6,0,0,0,0.0093616000000011,0.0085608565167279,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36290-5000-TCP,192.168.1.124,36290,192.168.56.103,5000,TCP,0.0261029999999991,6,404,66,74,15477.148220511586,229.85863693829089,0.0052205999999998,0.0046080896584181,0.011219000000004,7.899999999949614e-05,0.0261029999999991,1,1,0,0,6,0,0,0,0.0052205999999998,0.0046080896584181,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36304-5000-TCP,192.168.1.124,36304,192.168.56.103,5000,TCP,0.0426140000000003,4,272,66,74,6382.878866100286,93.8658656779454,0.0142046666666667,0.0128350542395971,0.0288200000000031,0.0047679999999985,0.0426140000000003,1,1,0,0,4,0,0,0,0.0142046666666667,0.0128350542395971,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36308-5000-TCP,192.168.1.124,36308,192.168.56.103,5000,TCP,0.0318609999999992,6,404,66,74,12680.07909356296,188.318006340044,0.0063721999999998,0.0039146956714387,0.0108239999999995,7.40000000050145e-05,0.0318609999999992,1,1,0,0,6,0,0,0,0.0063721999999998,0.0039146956714387,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36312-5000-TCP,192.168.1.124,36312,192.168.56.103,5000,TCP,0.0328099999999977,4,272,66,74,8290.155440415067,121.91405059433924,0.0109366666666659,0.0024697761706962,0.0137700000000009,0.0092390000000008,0.0328099999999977,1,1,0,0,4,0,0,0,0.0109366666666659,0.0024697761706962,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36316-5000-TCP,192.168.1.124,36316,192.168.56.103,5000,TCP,0.0307519999999996,6,404,66,74,13137.356919875272,195.1092611862664,0.0061503999999999,0.004901027575927,0.0113290000000034,8.000000000407681e-05,0.0307519999999996,1,1,0,0,6,0,0,0,0.0061503999999999,0.004901027575927,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36324-5000-TCP,192.168.1.124,36324,192.168.56.103,5000,TCP,0.0598579999999984,4,272,66,74,4544.087674162304,66.82481873768094,0.0199526666666661,0.0210516252658402,0.0435179999999988,0.0030049999999945,0.0598579999999984,1,1,0,0,4,0,0,0,0.0199526666666661,0.0210516252658402,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36340-5000-TCP,192.168.1.124,36340,192.168.56.103,5000,TCP,0.029204,6,404,66,74,13833.721408026297,205.45130803999447,0.0058408,0.0032545584493125,0.0080519999999992,0.0001570000000015,0.029204,1,1,0,0,6,0,0,0,0.0058408,0.0032545584493125,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36350-5000-TCP,192.168.1.124,36350,192.168.56.103,5000,TCP,0.0262000000000028,6,404,66,74,15419.847328242577,229.007633587761,0.0052400000000005,0.0030658665169925,0.0077520000000035,5.499999999614147e-05,0.0262000000000028,1,1,0,0,6,0,0,0,0.0052400000000005,0.0030658665169925,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36358-5000-TCP,192.168.1.124,36358,192.168.56.103,5000,TCP,0.0257450000000005,6,404,66,74,15692.36744998994,233.05496212856343,0.0051490000000001,0.0026133893701485,0.0085279999999983,0.0015939999999972,0.0257450000000005,1,1,0,0,6,0,0,0,0.0051490000000001,0.0026133893701485,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36362-5000-TCP,192.168.1.124,36362,192.168.56.103,5000,TCP,0.0279689999999988,6,404,66,74,14444.56362401292,214.5232221388057,0.0055937999999997,0.0027207254914828,0.0082370000000011,0.0013450000000005,0.0279689999999988,1,1,0,0,6,0,0,0,0.0055937999999997,0.0027207254914828,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36372-5000-TCP,192.168.1.124,36372,192.168.56.103,5000,TCP,0.1160320000000041,4,272,66,74,2344.180915609404,34.473248758961816,0.0386773333333347,0.036702812676052,0.0731190000000054,6.900000000342743e-05,0.1160320000000041,1,1,0,0,4,0,0,0,0.0386773333333347,0.036702812676052,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36382-5000-TCP,192.168.1.124,36382,192.168.56.103,5000,TCP,0.0880470000000031,4,272,66,74,3089.2591456834466,45.43028155416833,0.029349000000001,0.0134969510260693,0.0449280000000058,0.0211869999999976,0.0880470000000031,1,1,0,0,4,0,0,0,0.029349000000001,0.0134969510260693,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36392-5000-TCP,192.168.1.124,36392,192.168.56.103,5000,TCP,0.0874009999999998,4,272,66,74,3112.092538986974,45.76606674980844,0.0291336666666666,0.0308598771924543,0.0615379999999987,9.399999999715192e-05,0.0874009999999998,1,1,0,0,4,0,0,0,0.0291336666666666,0.0308598771924543,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36398-5000-TCP,192.168.1.124,36398,192.168.56.103,5000,TCP,0.0338560000000001,6,404,66,74,11932.892249527373,177.22117202268373,0.0067712,0.0037322719220355,0.0109270000000023,0.0020799999999994,0.0338560000000001,1,1,0,0,6,0,0,0,0.0067712,0.0037322719220355,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36402-5000-TCP,192.168.1.124,36402,192.168.56.103,5000,TCP,0.0832619999999977,4,272,66,74,3266.7963776994,48.041123201461765,0.0277539999999992,0.0239780042538991,0.0423899999999974,8.19999999990273e-05,0.0832619999999977,1,1,0,0,4,0,0,0,0.0277539999999992,0.0239780042538991,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36416-5000-TCP,192.168.1.124,36416,192.168.56.103,5000,TCP,0.125197,4,272,66,74,2172.576020192177,31.94964735576731,0.0417323333333333,0.0292970449419934,0.0711319999999986,0.0125390000000038,0.125197,1,1,0,0,4,0,0,0,0.0417323333333333,0.0292970449419934,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36432-5000-TCP,192.168.1.124,36432,192.168.56.103,5000,TCP,0.0774159999999994,4,272,66,74,3513.485584375346,51.66890565257862,0.0258053333333331,0.0224713260030067,0.0415849999999977,7.699999999744023e-05,0.0774159999999994,1,1,0,0,4,0,0,0,0.0258053333333331,0.0224713260030067,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36444-5000-TCP,192.168.1.124,36444,192.168.56.103,5000,TCP,0.0320299999999988,6,404,66,74,12613.175148298906,187.32438339057785,0.0064059999999997,0.0041384190822106,0.0114329999999966,9.999999999621424e-05,0.0320299999999988,1,1,0,0,6,0,0,0,0.0064059999999997,0.0041384190822106,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36452-5000-TCP,192.168.1.124,36452,192.168.56.103,5000,TCP,0.0293959999999984,6,404,66,74,13743.366444414944,204.1094026398259,0.0058791999999996,0.0038341777736551,0.009650999999998,8.100000000155205e-05,0.0293959999999984,1,1,0,0,6,0,0,0,0.0058791999999996,0.0038341777736551,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36460-5000-TCP,192.168.1.124,36460,192.168.56.103,5000,TCP,0.0320179999999936,6,404,66,74,12617.902429885688,187.39459054285675,0.0064035999999987,0.004576964146682,0.0129429999999999,8.899999999556485e-05,0.0320179999999936,1,1,0,0,6,0,0,0,0.0064035999999987,0.004576964146682,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36462-5000-TCP,192.168.1.124,36462,192.168.56.103,5000,TCP,0.025227000000001,6,404,66,74,16014.587545089944,237.8404090854942,0.0050454000000002,0.0042798571004201,0.0112700000000032,0.0001169999999959,0.025227000000001,1,1,0,0,6,0,0,0,0.0050454000000002,0.0042798571004201,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36466-5000-TCP,192.168.1.124,36466,192.168.56.103,5000,TCP,0.0408570000000025,6,404,66,74,9888.14646204994,146.85366032747436,0.0081714000000005,0.004143265294428,0.0150160000000028,0.0040449999999978,0.0408570000000025,1,1,0,0,6,0,0,0,0.0081714000000005,0.004143265294428,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36482-5000-TCP,192.168.1.124,36482,192.168.56.103,5000,TCP,0.1158719999999959,4,272,66,74,2347.417840375668,34.52085059375983,0.0386239999999986,0.0416018696214497,0.0827779999999975,0.0001599999999939,0.1158719999999959,1,1,0,0,4,0,0,0,0.0386239999999986,0.0416018696214497,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36490-5000-TCP,192.168.1.124,36490,192.168.56.103,5000,TCP,0.0822440000000028,4,272,66,74,3307.2321385145483,48.635766742861,0.0274146666666676,0.0236409422260023,0.0426919999999952,0.0001840000000044,0.0822440000000028,1,1,0,0,4,0,0,0,0.0274146666666676,0.0236409422260023,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36504-5000-TCP,192.168.1.124,36504,192.168.56.103,5000,TCP,0.0936459999999996,4,272,66,74,2904.555453516444,42.714050787006535,0.0312153333333332,0.0113164682800463,0.0440809999999984,0.0228030000000032,0.0936459999999996,1,1,0,0,4,0,0,0,0.0312153333333332,0.0113164682800463,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-36510-5000-TCP,192.168.1.124,36510,192.168.56.103,5000,TCP,0.11721,6,368,54,74,3139.663851207234,51.19017148707447,0.023442,0.0213864966743044,0.041961999999998,7.399999999790907e-05,0.11721,1,1,3,0,3,0,0,0,0.023442,0.0213864966743044,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-46446-5000-TCP,192.168.1.124,46446,192.168.56.103,5000,TCP,0.0683839999999946,6,404,66,74,5907.814693496015,87.73982218063388,0.0136767999999989,0.0128719703114943,0.0303669999999982,0.001024000000001,0.0683839999999946,1,1,0,0,6,0,0,0,0.0136767999999989,0.0128719703114943,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-46460-5000-TCP,192.168.1.124,46460,192.168.56.103,5000,TCP,0.0242159999999955,6,404,66,74,16683.184671294755,247.77006937566472,0.0048431999999991,0.0032251929709731,0.0087610000000069,0.0001079999999973,0.0242159999999955,1,1,0,0,6,0,0,0,0.0048431999999991,0.0032251929709731,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-46464-5000-TCP,192.168.1.124,46464,192.168.56.103,5000,TCP,0.0216309999999992,6,404,66,74,18676.898895104863,277.3796865609633,0.0043261999999998,0.0040690091791463,0.0113689999999948,0.0008100000000013,0.0216309999999992,1,1,0,0,6,0,0,0,0.0043261999999998,0.0040690091791463,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47626-5000-TCP,192.168.1.124,47626,192.168.56.103,5000,TCP,0.0249309999999951,6,404,66,74,16204.725041116624,240.66423328391028,0.004986199999999,0.0028696914816754,0.0088740000000058,0.0014640000000056,0.0249309999999951,1,1,0,0,6,0,0,0,0.004986199999999,0.0028696914816754,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47642-5000-TCP,192.168.1.124,47642,192.168.56.103,5000,TCP,0.0270049999999955,6,404,66,74,14960.192556936392,222.18107757826323,0.0054009999999991,0.0019419039626085,0.0079779999999942,0.0027169999999969,0.0270049999999955,1,1,0,0,6,0,0,0,0.0054009999999991,0.0019419039626085,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47654-5000-TCP,192.168.1.124,47654,192.168.56.103,5000,TCP,0.0282040000000023,6,404,66,74,14324.209332008457,212.73578215854144,0.0056408000000004,0.004710781060505,0.0096990000000047,7.29999999933284e-05,0.0282040000000023,1,1,0,0,6,0,0,0,0.0056408000000004,0.004710781060505,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47668-5000-TCP,192.168.1.124,47668,192.168.56.103,5000,TCP,0.0322540000000017,6,404,66,74,12525.578222855387,186.02343895329784,0.0064508000000003,0.0040305716343976,0.0108800000000002,9.8999999998739e-05,0.0322540000000017,1,1,0,0,6,0,0,0,0.0064508000000003,0.0040305716343976,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47678-5000-TCP,192.168.1.124,47678,192.168.56.103,5000,TCP,0.0353379999999958,6,404,66,74,11432.452317619764,169.7888958062341,0.0070675999999991,0.0052542215693673,0.0135700000000014,0.0001010000000007,0.0353379999999958,1,1,0,0,6,0,0,0,0.0070675999999991,0.0052542215693673,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47690-5000-TCP,192.168.1.124,47690,192.168.56.103,5000,TCP,0.0364599999999981,6,404,66,74,11080.636313769071,164.56390565003574,0.0072919999999996,0.0051177784731272,0.0142430000000004,0.0001129999999989,0.0364599999999981,1,1,0,0,6,0,0,0,0.0072919999999996,0.0051177784731272,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47704-5000-TCP,192.168.1.124,47704,192.168.56.103,5000,TCP,0.0294680000000013,6,404,66,74,13709.786887470513,203.610696348572,0.0058936000000002,0.0041928007703694,0.0100359999999994,0.0001049999999978,0.0294680000000013,1,1,0,0,6,0,0,0,0.0058936000000002,0.0041928007703694,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47716-5000-TCP,192.168.1.124,47716,192.168.56.103,5000,TCP,0.0286160000000066,6,404,66,74,14117.975957503017,209.67291025994575,0.0057232000000013,0.0034963386134622,0.0109999999999956,0.0023260000000036,0.0286160000000066,1,1,0,0,6,0,0,0,0.0057232000000013,0.0034963386134622,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47726-5000-TCP,192.168.1.124,47726,192.168.56.103,5000,TCP,0.0793619999999961,4,272,66,74,3427.33298051981,50.40195559587956,0.0264539999999987,0.0266897840568239,0.053570999999998,0.0002130000000022,0.0793619999999961,1,1,0,0,4,0,0,0,0.0264539999999987,0.0266897840568239,0.0,0.0,BENIGN
192.168.1.124-192.168.56.103-47742-5000-TCP,192.168.1.124,47742,192.168.56.103,5000,TCP,0.0233660000000028,6,404,66,74,17290.0796028396,256.7833604382119,0.0046732000000005,0.0027854657061241,0.0074290000000019,0.000117000000003,0.0233660000000028,1,1,0,0,6,0,0,0,0.0046732000000005,0.0027854657061241,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-0-0-HTTP,192.168.1.148,0,192.168.56.103,0,HTTP,68.920025,63,9324,148,148,135.28724053712983,0.9141029766022284,1.111613306451613,0.090643645700015,1.5297120000000035,1.0380419999999972,68.92002500000001,0,0,0,0,0,0,0,0,1.111613306451613,0.090643645700015,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33622-5000-TCP,192.168.1.148,33622,192.168.56.103,5000,TCP,0.0296329999999969,6,404,66,74,13633.449195155472,202.47696824488324,0.0059265999999993,0.0053656774781953,0.0111850000000046,0.0001709999999945,0.0296329999999969,1,1,0,0,6,0,0,0,0.0059265999999993,0.0053656774781953,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33628-5000-TCP,192.168.1.148,33628,192.168.56.103,5000,TCP,0.0239419999999981,6,404,66,74,16874.1124383941,250.60563027317968,0.0047883999999996,0.002764727708113,0.007359000000001,0.0001699999999971,0.0239419999999981,1,1,0,0,6,0,0,0,0.0047883999999996,0.002764727708113,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33636-5000-TCP,192.168.1.148,33636,192.168.56.103,5000,TCP,0.0274780000000021,6,404,66,74,14702.671227890274,218.356503384509,0.0054956000000004,0.0028681669756144,0.0081050000000004,0.0010059999999967,0.0274780000000021,1,1,0,0,6,0,0,0,0.0054956000000004,0.0028681669756144,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33650-5000-TCP,192.168.1.148,33650,192.168.56.103,5000,TCP,0.083083000000002,4,272,66,74,3273.8345991357246,48.1446264578783,0.027694333333334,0.023939430325999,0.0425120000000021,7.599999999996498e-05,0.083083000000002,1,1,0,0,4,0,0,0,0.027694333333334,0.023939430325999,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33660-5000-TCP,192.168.1.148,33660,192.168.56.103,5000,TCP,0.0438160000000067,6,404,66,74,9220.376118311528,136.93627898482467,0.0087632000000013,0.0053764587043865,0.0136210000000005,7.700000000454565e-05,0.0438160000000067,1,1,0,0,6,0,0,0,0.0087632000000013,0.0053764587043865,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33666-5000-TCP,192.168.1.148,33666,192.168.56.103,5000,TCP,0.0300960000000003,6,404,66,74,13423.710792131693,199.36204146730236,0.0060192,0.0035947380572167,0.0095479999999952,6.8999999996322e-05,0.0300960000000003,1,1,0,0,6,0,0,0,0.0060192,0.0035947380572167,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33680-5000-TCP,192.168.1.148,33680,192.168.56.103,5000,TCP,0.0463349999999991,6,404,66,74,8719.110823351843,129.49174490126498,0.0092669999999998,0.0091964262352274,0.0245589999999964,7.899999999949614e-05,0.0463349999999991,1,1,0,0,6,0,0,0,0.0092669999999998,0.0091964262352274,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33692-5000-TCP,192.168.1.148,33692,192.168.56.103,5000,TCP,0.0907689999999945,4,272,66,74,2996.6177880115056,44.06790864722802,0.0302563333333315,0.0262022623514308,0.0471599999999909,7.300000000043383e-05,0.0907689999999945,1,1,0,0,4,0,0,0,0.0302563333333315,0.0262022623514308,0.0,0.0,BENIGN
192.168.1.148-192.168.56.103-33704-5000-TCP,192.168.1.148,33704,192.168.56.103,5000,TCP,0.0439590000000009,4,272,66,74,6187.583884983598,90.9938806615235,0.0146530000000003,0.012241518206504,0.028449000000009,0.0050889999999981,0.0439590000000009,1,1,0,0,4,0,0,0,0.0146530000000003,0.012241518206504,0.0,0.0,BENIGN
